"Nome Completo";"Nome para Urna Eletronica";"Numero do Candidato";"Situacao";"Sigla do Partido";"Numero do Partido";"Nome da Coligacao";"Composicao da Coligacao";"Cargo";"Sexo";"Data de Nascimento";"Estado Civil";"Ocupacao";"Grau de Instrucao";"Nacionalidade";"Municipio/UF de Nascimento";"Julgamento da Prest. de Contas";"Resultado da Eleicao";"Numero Protocolo";"Numero Processo";"CNPJ de Campanha"
"ANDRE VICENTE DE QUADROS LOPES";"ANDRE POLICIAL";44190;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1970-09-03";"Casado(a)";"Militar Reformado";"Ensino Médio incompleto";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";416122010;"4379-66.2010.6.13.0000";"12.205.069/0001-30"
"ANDREIA DA CONSOLAÇÃO SILVA DINIZ";"ANDREIA DINIZ";65889;"INAPTO (Renúncia)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1970-04-26";"Divorciado(a)";"Trabalhador Metalúrgico e Siderúrgico";"Ensino Médio incompleto";"Brasileira nata";"SANTA BARBARA / MG";;"Renúncia/falecimento/cassação antes da eleição";428232010;"5161-73.2010.6.13.0000";"12.191.285/0001-74"
"ANDREIA MARTINS DE SOUZA BOTELHO";"ANDREIA BOTELHO";17123;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Feminino";"1967-10-04";"Casado(a)";"Vereador";"Superior incompleto";"Brasileira nata";"CORONEL FABRICIANO / MG";;"Suplente";406452010;"3768-16.2010.6.13.0000";"12.179.489/0001-90"
"ANGELO CARDOSO DA SILVA JUNIOR";"ANGELO CARDOSO";27027;"APTO (Deferido)";"PSDC";27;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1975-03-18";"Solteiro(a)";"Comerciante";"Ensino Fundamental incompleto";"Brasileira nata";"PONTE NOVA / MG";;"Suplente";406462010;"3769-98.2010.6.13.0000";"12.169.230/0001-68"
"ANIZIO GONÇALVES DE SOUZA";"CABO ANIZIO";28222;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1962-03-02";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"MANHUAÇU / MG";;"Suplente";414962010;"4304-27.2010.6.13.0000";"12.177.565/0001-28"
"ANSELMO JOSÉ GOMES DOMINGOS";"ANSELMO JOSÉ DOMINGOS";36123;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1960-12-16";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"CAMPOS ALTOS / MG";;"Eleito";414972010;"4305-12.2010.6.13.0000";"12.173.959/0001-08"
"ANTÔNIO ALVES BENTO";"ANTÔNIO BENTO";15215;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1969-05-16";"Separado(a) judicialmente";"Secretário e Datilógrafo";"Superior incompleto";"Brasileira nata";"CAMPINA VERDE / MG";;"Suplente";423932010;"4967-73.2010.6.13.0000";"12.178.575/0001-88"
"ANTÔNIO ANICETO DA SILVA";"TONIVEL";23445;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1956-04-17";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"SÃO GONÇALO DO RIO ABAIXO / MG";;"Suplente";419532010;"4756-37.2010.6.13.0000";"12.172.644/0001-46"
"ANTÔNIO BATISTA DUTRA";"BATISTA DA SARON";17107;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1957-08-24";"Casado(a)";"Comerciante";"Ensino Médio incompleto";"Brasileira nata";"MANHUAÇÚ / MG";;"Suplente";406482010;"3771-68.2010.6.13.0000";"12.173.667/0001-75"
"ANTONIO CARLOS ARANTES";"ANTONIO CARLOS ARANTES";20456;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1960-08-06";"Casado(a)";"Deputado";"Ensino Fundamental completo";"Brasileira nata";"JACUI / MG";;"Eleito";412672010;"4081-74.2010.6.13.0000";"12.176.361/0001-72"
"ANTONIO CARLOS BOUZADA";"CARLINHOS BOUZADA";65111;"INAPTO (Indeferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1957-03-26";"Casado(a)";"Comerciante";"Ensino Fundamental incompleto";"Brasileira nata";"BARAO DO MONTE ALTO / MG";;;428242010;"5162-58.2010.6.13.0000";"12.189.887/0001-97"
"ANTÔNIO CARLOS CASSIMIRO";"TONINHO DA EVANGELIZAÇÃO";13533;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1970-04-27";"Casado(a)";"Jornalista e Redator";"Superior completo";"Brasileira nata";"MOEDA / MG";;"Suplente";420292010;"4787-57.2010.6.13.0000";"12.180.392/0001-05"
"ANTÔNIO CARLOS SILVA NUNES";"TONY CARLOS";15200;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1964-09-30";"Solteiro(a)";"Jornalista e Redator";"Superior completo";"Brasileira nata";"UBERABA / MG";;"Suplente";423942010;"4968-58.2010.6.13.0000";"12.190.694/0001-56"
"ANTONIO DAS GRAÇAS DE SOUZA";"SOUZA MEDINA";36640;"INAPTO (Renúncia)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1948-02-10";"Divorciado(a)";"Empresário";"Superior completo";"Brasileira nata";"MEDINA / MG";;;567702010;"6073-70.2010.6.13.0000";"12.304.535/0001-35"
"ANTONIO DONIZETTI MOREIRA DE ANDRADE";"DONIZETTI ANDRADE";65700;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1956-03-16";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"LORENA / SP";;"Suplente";428252010;"5163-43.2010.6.13.0000";"12.191.437/0001-39"
"ANTONIO DOS REIS GONCALVES LERIN";"LERIN";40696;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1968-01-23";"Casado(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"UBERABA / MG";;"Média";418242010;"4630-84.2010.6.13.0000";"12.190.766/0001-65"
"ANTÔNIO EUSTÁQUIO DA FONSECA";"EUSTÁQUIO DO IMA";17888;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1954-03-31";"Casado(a)";"Veterinário";"Superior completo";"Brasileira nata";"OURO PRETO / MG";;"Suplente";406492010;"3772-53.2010.6.13.0000";"12.172.376/0001-62"
"ANTONIO FERNANDES SOBRINHO";"ANTONIO FERNANDES";28122;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1948-10-25";"Separado(a) judicialmente";"Outros";"Ensino Médio completo";"Brasileira nata";"NANUQUE / MG";;"Suplente";414982010;"4306-94.2010.6.13.0000";"12.173.190/0001-28"
"ANTONIO FERNANDO FERREIRA";"NANDO CABELEIREIRO";11622;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1964-02-07";"Casado(a)";"Cabeleireiro e Barbeiro";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";417052010;"4474-96.2010.6.13.0000";"12.280.873/0001-84"
"ANTONIO GENARO DE OLIVEIRA";"ANTONIO GENARO";20107;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1943-06-13";"Casado(a)";"Deputado";"Ensino Médio completo";"Brasileira nata";"GUAIMBE / SP";;"Eleito";412682010;"4082-59.2010.6.13.0000";"12.169.615/0001-25"
"ANTONIO GERALDO CARDOSO";"DR. GERALDINHO";33345;"APTO (Indeferido com recurso)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1962-07-04";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"DIVINOPOLIS / MG";;"Indeferido com Recurso";406472010;"3770-83.2010.6.13.0000";"12.175.567/0001-88"
"ANTÔNIO GUEDES BESERRA NETO";"NETO DO PT";13971;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1955-08-08";"Casado(a)";"Odontólogo";"Superior completo";"Brasileira nata";"MALTA / PE";;"Suplente";420302010;"4789-27.2010.6.13.0000";"12.172.035/0001-97"
"ANTÔNIO HENRIQUE SAPORI";"ANTÔNIO HENRIQUE SAPORI";43433;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1961-10-31";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"RIBEIRÃO DAS NEVES / MG";;"Suplente";410402010;"3934-48.2010.6.13.0000";"12.177.250/0001-80"
"ANTÔNIO JOSÉ DOS SANTOS";"ANTÔNIO JOSÉ";14008;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1952-07-23";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"NOVA UNIAO / MG";;"Suplente";418272010;"4633-39.2010.6.13.0000";"12.172.019/0001-02"
"ANTONIO JULIO DE FARIA";"ANTONIO JULIO";15296;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1950-08-12";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"PARA DE MINAS / MG";;"Eleito";423922010;"4966-88.2010.6.13.0000";"12.172.464/0001-64"
"ANTÔNIO LISBOA DOS REIS";"TONINHO LISBOA";20223;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1958-03-06";"Casado(a)";"Servidor Público Estadual";"Ensino Médio incompleto";"Brasileira nata";"ARANHA / MG";;"Suplente";412702010;"4084-29.2010.6.13.0000";"12.174.238/0001-12"
"ANTONIO MILTON CARDOSO";"MILTON PAO VEIO";14714;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1972-07-27";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"PARAISOPOLIS / MG";;"Suplente";418252010;"4631-69.2010.6.13.0000";"12.180.616/0001-70"
"ANTÔNIO OTÁVIO DA SILVA";"TJ";23743;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1968-06-13";"Solteiro(a)";"Agente Postal";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";419542010;"4758-07.2010.6.13.0000";"12.179.246/0001-51"
"ANTONIO RICARDO VIEIRA";"RICARDO";50507;"INAPTO (Indeferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1957-08-07";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"VARGINHA / MG";;;587542010;"6274-62.2010.6.13.0000";
"ANTÔNIO RINALDO VALERIO";"DR. RINALDO VALÉRIO";17000;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1956-01-20";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"DIVINÓPOLIS / MG";;"Suplente";406502010;"3773-38.2010.6.13.0000";"12.174.853/0001-29"
"ANTÔNIO ROSA FILHO";"DR. ANTÔNIO ROSA";36263;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1942-03-26";"Separado(a) judicialmente";"Advogado";"Superior completo";"Brasileira nata";"PRATINHA / MG";;"Suplente";414992010;"4307-79.2010.6.13.0000";"12.169.849/0001-72"
"ANTONIO SEBASTIAO";"BROINHA";20021;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1956-01-20";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"SANTO ANTONIO DO AMPARO / MG";;"Suplente";412692010;"4083-44.2010.6.13.0000";"12.174.244/0001-70"
"ANTONIO SOARES DOS SANTOS";"ANTONIO SOARES";14251;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1951-08-03";"Divorciado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Médio completo";"Brasileira nata";"DIAMANTINA / MG";;"Suplente";418262010;"4632-54.2010.6.13.0000";"12.173.524/0001-63"
"ARAMIS PASSUELO";"ARAMIS PASSUELO";22215;"APTO (Deferido com recurso)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1936-05-01";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Médio completo";"Brasileira nata";"SANTA BARBARA / SP";;"Suplente";411672010;"3991-66.2010.6.13.0000";"12.170.152/0001-11"
"ARISTEU JOAQUIM SOARES VIEIRA DA COSTA";"DR. ARISTEU";65650;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1945-04-28";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"RIO DO PRADO / MG";;"Suplente";428262010;"5164-28.2010.6.13.0000";"12.190.458/0001-30"
"ARISTIDES PEREIRA DE SOUZA";"SGT ARISTIDES";44181;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1959-07-31";"Casado(a)";"Militar Reformado";"Ensino Médio incompleto";"Brasileira nata";"ATALEIA / MG";;"Suplente";416132010;"4382-21.2010.6.13.0000";"12.175.245/0001-39"
"ARISTIDES SALGADO DOS SANTOS";"ARISTIDES SALGADO";65300;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1938-01-17";"Casado(a)";"Arquiteto";"Superior completo";"Brasileira nata";"DIVINOPOLIS / MG";;"Suplente";428272010;"5165-13.2010.6.13.0000";"12.189.391/0001-13"
"ARLEN DE PAULO SANTIAGO FILHO";"ARLEN SANTIAGO";14111;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1954-07-25";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Eleito";418282010;"4634-24.2010.6.13.0000";"12.172.716/0001-55"
"ARLETE GONCALVES DOS SANTOS";"ARLETE MAGALHAES";33456;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Feminino";"1962-02-20";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";406512010;"3774-23.2010.6.13.0000";"12.177.918/0001-90"
"ARMANDO EUSTAQUIO DA COSTA";"ARMANDO COSTA";40190;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1957-08-15";"Viúvo(a)";"Militar Reformado";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418292010;"4635-09.2010.6.13.0000";"12.175.108/0001-02"
"ARMANDO MACIEL PEREIRA";"ARMANDO CAPOEIRA";33997;"INAPTO (Indeferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1978-03-18";"Solteiro(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;;406522010;"3775-08.2010.6.13.0000";"12.311.722/0001-46"
"ARNALDO CELESTINO";"ARNALDO CELESTINO";65500;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1959-04-11";"Casado(a)";"Servidor Público Municipal";"Superior incompleto";"Brasileira nata";"MATEUS LEME / MG";;"Suplente";428282010;"5166-95.2010.6.13.0000";"12.191.371/0001-87"
"ARQUIMEDES DIÓGENES CILONI";"ARQUIMEDES CILONI";13150;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1953-04-18";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"ARARAQUARA / SP";;"Suplente";420312010;"4791-94.2010.6.13.0000";"12.181.809/0001-46"
"ARTHUR BATISTA DAS NEVES";"ARTHUR NEVES";14145;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1937-03-08";"Separado(a) judicialmente";"Aposentado (Exceto Servidor Público)";"Ensino Médio incompleto";"Brasileira nata";"PEDRO LEOPOLDO / MG";;"Suplente";418302010;"4636-91.2010.6.13.0000";"12.172.419/0001-00"
"ATHOS AVELINO PEREIRA";"ATHOS AVELINO";23663;"APTO (Indeferido com recurso)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1951-06-06";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Indeferido com Recurso";419552010;"4760-74.2010.6.13.0000";"12.172.368/0001-16"
"ATHOS MAMELUQUE MOTA";"ATHOS MAMELUQUE";15555;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1957-12-31";"Solteiro(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"PIRAPORA / MG";;"Suplente";423952010;"4969-43.2010.6.13.0000";"12.173.826/0001-31"
"AUGUSTO MENDES GONÇALVES";"AUGUSTO MENDES";65465;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1986-09-20";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"CURVELO / MG";;"Suplente";428292010;"5167-80.2010.6.13.0000";"12.189.722/0001-15"
"BELMIRO DE OLIVEIRA";"BELMIRO";40013;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1951-08-27";"Casado(a)";"Massagista";"Ensino Médio completo";"Brasileira nata";"SAO JOAO BATISTA DO GLORIA / MG";;"Suplente";418312010;"4637-76.2010.6.13.0000";"12.174.334/0001-60"
"BENEDITO MATEUS";"BENEDITO MATEUS";43119;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1967-02-09";"Casado(a)";"Técnico de Eletricidade, Eletrônica e Telecomunicações";"Ensino Médio completo";"Brasileira nata";"SERRA DOS AIMORÉS / MG";;"Suplente";410412010;"3935-33.2010.6.13.0000";"12.179.442/0001-26"
"BENEDITO TEOFILO DOS SANTOS";"BENE";65010;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1966-03-07";"Casado(a)";"Jornaleiro";"Ensino Médio incompleto";"Brasileira nata";"CONCEIÇÃO DO FORMOSO / MG";;"Suplente";428302010;"5168-65.2010.6.13.0000";"12.214.529/0001-97"
"BENICIO FLAVIANO DA ROCHA";"BENICIO FLAVIANO";70963;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1953-10-05";"Casado(a)";"Corretor de Imóveis, Seguros, Títulos e Valores";"Superior incompleto";"Brasileira nata";"ALEGRIA / MG";;"Suplente";416142010;"4385-73.2010.6.13.0000";"12.173.006/0001-40"
"BENICIO MACHADO DE FARIA";"BENICIO MACHADO";70147;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1958-08-23";"Casado(a)";"Farmacêutico";"Superior completo";"Brasileira nata";"CARATINGA / MG";;"Suplente";416152010;"4390-95.2010.6.13.0000";"12.175.541/0001-30"
"BERNADETE DO ROSÁRIO MENEGATHY";"BERNADETE MENEGATHY";10789;"INAPTO (Indeferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1947-10-17";"Divorciado(a)";"Psicólogo";"Superior completo";"Brasileira nata";"TRES PONTAS / MG";;;420322010;"4794-49.2010.6.13.0000";"12.171.586/0001-36"
"BRÁULIO JOSE TANUS BRAZ";"BRÁULIO BRAZ";14444;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1948-09-21";"Casado(a)";"Deputado";"Ensino Médio completo";"Brasileira nata";"MURIAÉ / MG";;"Eleito";418332010;"4639-46.2010.6.13.0000";"12.167.956/0001-61"
"BRAZ PAULO DE OLIVEIRA JUNIOR";"BRAZ PAULO";31000;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1977-06-12";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"PATOS DE MINAS / MG";;"Suplente";423492010;"4935-68.2010.6.13.0000";"12.167.694/0001-35"
"BRUNO DE FREITAS SIQUEIRA";"BRUNO SIQUEIRA";15622;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1974-08-23";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Eleito";423962010;"4971-13.2010.6.13.0000";"12.191.293/0001-10"
"BRUNO JOSÉ FERREIRA COSTA";"BRUNO COSTA";14638;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1981-10-25";"Casado(a)";"Administrador";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418322010;"4638-61.2010.6.13.0000";"12.169.253/0001-72"
"BRUNO JOSE VERCOSA";"PROF BRUNO VERCOSA";70700;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1976-06-02";"Solteiro(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"ARAXÁ / MG";;"Suplente";416162010;"4392-65.2010.6.13.0000";"12.181.744/0001-39"
"CACILDA MARIA CARVALHO DA CRUZ";"CACILDA CARVALHO";15020;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Feminino";"1959-11-23";"Casado(a)";"Auxiliar de Escritório e Assemelhados";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";442602010;"5446-66.2010.6.13.0000";"12.204.505/0001-57"
"CAIO MAGALHÃES NUNES";"CAIO MAGALHÃES";13000;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1975-12-08";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"SÃO DOMINGOS DO PRATA / MG";;"Suplente";420332010;"4795-34.2010.6.13.0000";"12.181.873/0001-27"
"CAIO MÁRCIO DUTRA TEIXEIRA";"CAIO DUTRA";15400;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1970-03-30";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"SETE LAGOAS / MG";;"Suplente";423972010;"4973-80.2010.6.13.0000";"12.180.534/0001-26"
"CARCILEI SOARES MARTINS";"CARCILEI SOARES";40023;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1974-02-10";"Casado(a)";"Outros";"Ensino Fundamental incompleto";"Brasileira nata";"BOM SUCESSO / MG";;"Suplente";418342010;"4640-31.2010.6.13.0000";"12.198.109/0001-64"
"CARLA ANDREA GOMES SOARES";"CARLA DOS PIONEIROS";28789;"INAPTO (Renúncia)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Feminino";"1966-11-21";"Divorciado(a)";"Empresário";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Renúncia/falecimento/cassação antes da eleição";415002010;"4308-64.2010.6.13.0000";"12.178.086/0001-26"
"CARLA ANDREIA DA SILVA FORTES NERY";"CARLA FORTES NERY";65987;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1971-07-10";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"SANTOS DUMONT / MG";;"Suplente";428312010;"5169-50.2010.6.13.0000";"12.191.422/0001-70"
"CARLA DANIELA CORDEIRO LUIZ";"CARLA CORDEIRO";13834;"INAPTO (Indeferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1984-05-18";"Solteiro(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"ANGELÂNDIA / MG";;;420342010;"4797-04.2010.6.13.0000";"12.170.198/0001-30"
"CARLA GIOVANNA DE MELLO SOUSA";"CARLA MELLO";70009;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Feminino";"1969-09-09";"Separado(a) judicialmente";"Outros";"Ensino Médio incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";416172010;"4394-35.2010.6.13.0000";"12.178.995/0001-64"
"CARLA NUNES DE MELO";"CARLA DE MELO";12344;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Feminino";"1967-08-22";"Solteiro(a)";"Empresário";"Superior completo";"Brasileira nata";"CONTAGEM / MG";;"Suplente";429182010;"5246-59.2010.6.13.0000";"12.190.908/0001-94"
"CARLINHOS BARBOSA XAVIER";"CARLINHOS BARBOSA";14580;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1968-02-27";"Solteiro(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"VEREDINHA / MG";;"Suplente";418352010;"4641-16.2010.6.13.0000";"12.179.820/0001-71"
"CARLOS ALBERTO DE AZEVEDO";"BETINHO DA GRAMATEX";23456;"APTO (Indeferido com recurso)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1952-03-04";"Casado(a)";"Diretor de Empresas";"Ensino Fundamental completo";"Brasileira nata";"SANTOS DUMONT / MG";;"Indeferido com Recurso";419562010;"4762-44.2010.6.13.0000";"12.176.241/0001-75"
"CARLOS ALBERTO DOS SANTOS OLIVEIRA";"CARLOS ALBERTO";20031;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1960-01-13";"Casado(a)";"Servidor Público Estadual";"Ensino Médio completo";"Brasileira nata";"VITORIA / ES";;"Suplente";412712010;"4085-14.2010.6.13.0000";"12.179.201/0001-87"
"CARLOS ANTONIO ALVES DA SILVEIRA";"CARLINHOS CONTRA PEDOFILIA";22001;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1969-07-22";"Casado(a)";"Comerciante";"Ensino Fundamental completo";"Brasileira nata";"DIVINO DAS LARANJEIRAS / MG";;"Suplente";411682010;"3992-51.2010.6.13.0000";"12.176.770/0001-79"
"CARLOS ANTONIO DE JESUS CESÁRIO";"PRETO VERDADEIRO O PRETAO";44109;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1960-07-05";"Casado(a)";"Eletricista e Assemelhados";"Ensino Fundamental incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";443962010;"5511-61.2010.6.13.0000";"12.311.758/0001-20"
"CARLOS AUGUSTO MARÇAL";"DELEGADO MARÇAL";12789;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1964-07-21";"Separado(a) judicialmente";"Policial Civil";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";429192010;"5247-44.2010.6.13.0000";"12.190.805/0001-24"
